"","GSM2882963","GSM2882964","GSM2882965","GSM2882966","GSM2882967","GSM2882968","GSM2882969","GSM2882970","GSM2882971","GSM2882972","GSM2882973","GSM2882974","GSM2882975","GSM2882976","GSM2882977","GSM2882978","GSM2882979","GSM2882980","GSM2882981","GSM2882982","GSM2882983","GSM2882984","GSM2882985","GSM2882986","GSM2882987","GSM2882988","GSM2882989","GSM2882990","GSM2882991","GSM2882992","GSM2882993","GSM2882995","GSM2882996","GSM2882997","GSM2882998","GSM2882999","GSM2883000","GSM2883001","GSM2883002","GSM2883003","GSM2883004","GSM2883005","GSM2883006","GSM2883007","GSM2883008","GSM2883009","GSM2883010","GSM2883011","GSM2883012","GSM2883013","GSM2883014","GSM2883015","GSM2883016","GSM2883017","GSM2883018","GSM2883019"
"ENSG00000170430",0,0,1,1,1,1,1,1,0,0,0,-1,0,-1,-1,0,0,-1,0,1,1,0,0,1,1,0,0,0,-1,1,-1,0,-1,-1,-1,0,1,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,1
"ENSG00000170439",0,0,1,0,0,-1,0,0,-1,1,0,0,0,1,1,0,-1,-1,-1,0,0,1,0,1,0,1,0,0,-1,-1,1,0,-1,0,-1,-1,1,1,0,0,0,1,1,0,0,1,1,0,-1,0,0,-1,-1,-1,0,0
"ENSG00000170445",0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,-1,-1,-1,-1,0,0,0,0,1,1,1,0,0,-1,0,1,0,-1,-1,-1,-1,0,1,0,0,0,0,0,-1,-1,0,0,0,-1,1,0,-1,-1,0,0,1
"ENSG00000170482",-1,-1,1,1,0,0,0,0,0,-1,0,-1,0,-1,-1,1,1,1,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,0,-1,-1,1,1,1,0,1,0,0,0,0,0,-1,-1,1
"ENSG00000170485",0,1,-1,0,0,0,0,0,0,1,0,-1,-1,1,1,1,0,0,-1,0,1,0,0,0,-1,0,0,1,1,1,1,1,1,1,0,0,-1,1,0,-1,-1,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,0,0,-1
"ENSG00000170502",0,0,-1,0,-1,1,1,0,-1,-1,-1,0,0,1,1,1,0,1,0,-1,0,-1,-1,0,0,0,-1,-1,1,1,1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
"ENSG00000170516",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000170522",-1,0,0,0,0,-1,-1,1,0,-1,0,0,0,1,1,0,0,-1,1,0,0,-1,-1,1,1,0,-1,-1,-1,-1,-1,0,0,1,0,0,1,-1,0,-1,0,0,0,1,1,-1,0,1,0,0,-1,1,0,0,0,1
"ENSG00000170525",0,0,-1,0,0,-1,-1,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,-1,1,0,1,1,1,1,1,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,1
"ENSG00000170634",0,0,1,0,0,1,1,-1,0,-1,0,1,0,-1,-1,-1,-1,1,1,0,0,0,0,-1,-1,0,0,0,1,1,0,-1,0,0,0,0,-1,-1,-1,1,1,0,0,0,0,0,-1,1,1,0,0,1,1,0,0,-1
"ENSG00000170734",0,-1,-1,1,1,0,0,1,0,-1,0,0,0,1,1,-1,-1,1,0,0,0,0,0,1,1,0,-1,-1,1,1,-1,1,0,0,0,0,1,0,0,-1,-1,-1,-1,1,0,0,0,0,0,-1,-1,0,0,0,0,1
"ENSG00000170786",0,-1,-1,0,-1,1,1,0,-1,1,0,0,0,-1,-1,1,1,-1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,1
"ENSG00000170832",0,0,-1,0,1,0,-1,0,0,-1,0,0,0,1,1,-1,-1,1,1,0,0,0,0,1,1,0,0,-1,1,1,-1,-1,-1,-1,0,0,-1,-1,-1,1,0,0,0,1,1,0,-1,0,0,0,0,0,1,0,0,1
"ENSG00000170835",-1,-1,-1,0,1,-1,-1,1,0,-1,0,0,0,-1,-1,0,1,1,-1,0,0,0,1,0,0,0,-1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,1,0,0,-1,0,0,0,-1,1,1,0
"ENSG00000170881",0,0,0,-1,0,0,0,1,0,1,-1,0,0,0,0,-1,-1,1,1,-1,0,-1,-1,0,0,0,0,0,1,0,-1,-1,0,-1,1,1,-1,0,-1,1,0,0,0,1,1,0,0,1,1,-1,0,0,1,-1,0,1
"ENSG00000170890",-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,0,-1,-1,-1
"ENSG00000170899",0,0,-1,0,-1,1,1,1,0,1,0,-1,-1,1,1,-1,-1,1,0,0,-1,1,1,1,0,0,-1,-1,-1,-1,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,0,0,0
"ENSG00000170906",0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,-1,-1,0,0,1,1,0,0,0,0,1,-1,0,-1,0,-1,0,-1,-1,0,0,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,1,-1
"ENSG00000170950",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
"ENSG00000170961",0,0,0,1,1,0,0,1,0,1,0,-1,-1,1,1,0,0,1,0,0,0,0,0,1,1,0,-1,-1,1,1,-1,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,1,1,0,1
"ENSG00000171004",0,0,0,-1,-1,1,1,-1,1,-1,0,1,1,1,1,1,1,0,0,-1,-1,-1,-1,0,0,0,1,0,0,-1,-1,0,0,0,1,1,0,0,-1,1,1,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,-1,-1
"ENSG00000171097",0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,-1,-1,1,1,-1,0,0,0,1,0,-1,-1,-1,0,0,0,0,-1,-1,0,1,1,0,0,0,0,-1,-1,-1,0,0,0,1,1,-1,-1,1,0,-1
"ENSG00000171100",0,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,-1,-1,0,0,1,1,0,0,0,0,1,1,0,-1,-1,1,0,0,0,1,0,1,0,0,0,-1,-1,0,0,0,1,1,1,0,1,0,0,-1,1,1,-1,-1,1
"ENSG00000171124",-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,0,1
"ENSG00000171155",0,-1,0,0,0,-1,-1,1,-1,0,0,-1,0,1,0,1,0,1,0,-1,-1,0,0,1,1,0,0,-1,1,1,-1,-1,0,-1,1,0,-1,-1,-1,0,0,0,-1,1,1,0,0,0,0,0,0,1,1,0,0,1
"ENSG00000171174",-1,0,0,0,0,1,1,0,-1,0,-1,0,0,0,0,-1,-1,-1,1,0,0,0,1,1,0,0,-1,-1,1,1,1,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,-1,0,1,1,1,1,-1,1,-1,0,-1
"ENSG00000171234",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000171298",0,1,1,0,1,0,0,1,0,0,0,-1,0,0,1,0,0,-1,-1,1,0,0,0,1,1,1,0,0,-1,0,-1,0,-1,0,-1,-1,0,0,1,0,0,0,1,-1,-1,1,1,-1,-1,0,0,-1,-1,0,0,1
"ENSG00000171302",0,1,0,0,0,1,1,1,0,-1,0,0,0,1,1,0,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,-1,1,0,1,-1,-1,0,-1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,0,1
"ENSG00000171307",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,-1,0,0,-1,0,1,1,0,-1,0,-1,1,-1,1,0,1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,1,0,-1,-1,0,-1,-1,1,1,1
"ENSG00000171310",1,1,-1,0,-1,-1,-1,1,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,1,1,0,-1,-1,0,-1,-1,1,-1,-1,0,0,1,0,0,0,1,1,1,0,-1,1,1,-1,-1,-1,0,0,0,0,0,1
"ENSG00000171314",0,1,-1,0,1,0,0,1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,-1,0,1,1,-1,-1,0,-1,-1,0,1,0,-1,0,1,0,0,-1,1,0,-1,-1,0,0,0,0,1,1,1
"ENSG00000171320",-1,-1,1,0,0,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,1,-1,-1
"ENSG00000171408",-1,0,0,0,-1,0,-1,1,0,0,0,-1,-1,0,1,-1,-1,1,0,1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,1,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
"ENSG00000171428",0,0,-1,0,-1,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,1,0,-1,-1,-1,-1,-1,1,1,-1,-1,0,0,-1,-1,-1,0,1,0,-1,-1,-1,-1,1,0,-1,0,0,0,0,0,1
"ENSG00000171453",-1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,-1,-1,1,0,1,0,0,0,1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,1,0,0,0,1,0,1,0,1
"ENSG00000171497",0,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,-1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,-1,1,1,0,-1,-1
"ENSG00000171503",0,-1,1,0,-1,-1,-1,-1,-1,0,0,1,1,0,-1,0,-1,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,-1,-1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,-1,-1,-1
"ENSG00000171560",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000171608",0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,-1,-1,0,0,1,0,0,0,1,1,1,-1,0,-1,-1,-1,0,-1,0,-1,0,1,-1,0,0,0,0,0,0,0,1,1,-1,-1,0,-1,0,-1,1,1,1
"ENSG00000171720",0,0,-1,1,1,0,0,1,0,1,0,0,0,1,1,-1,0,-1,-1,0,0,0,0,1,1,1,1,0,-1,0,-1,0,-1,0,-1,-1,0,1,0,0,0,0,1,-1,-1,0,1,0,-1,0,1,-1,-1,0,0,0
"ENSG00000171723",1,1,0,0,0,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,0,0,0,1,1,0,-1,0,0,0,1,0,-1,0,1,0,0,1,1,1,0,1,0
"ENSG00000171759",-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,1,1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1
"ENSG00000171766",-1,-1,-1,-1,0,-1,-1,0,0,0,-1,1,1,-1,-1,0,0,0,1,0,0,0,0,1,1,-1,-1,0,1,1,0,-1,0,-1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1
"ENSG00000171793",1,1,-1,0,1,0,0,0,0,1,0,-1,0,1,1,-1,-1,0,0,0,-1,-1,-1,1,0,1,1,1,1,1,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,1,0,0,0,0,0,-1,0,-1,1
"ENSG00000171806",1,0,-1,0,-1,0,0,1,-1,0,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,1,0,1,-1,-1,-1,1,1,0,-1,0,-1,0,-1,0,1,1,1,1,0,0,0,0,-1,1,-1,0,1
"ENSG00000171848",-1,0,-1,-1,0,1,1,0,0,-1,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,1,0,-1,0,0,1,-1,-1,-1,-1,-1,0,-1,0,1
"ENSG00000171861",0,0,1,0,0,-1,-1,0,0,0,0,0,0,1,1,-1,-1,-1,0,1,0,1,0,0,1,0,0,0,-1,1,-1,0,0,-1,0,-1,1,1,0,1,0,-1,-1,0,-1,1,1,-1,0,0,0,0,0,1,0,-1
"ENSG00000171862",0,0,0,0,0,0,0,1,0,-1,0,-1,-1,0,0,0,0,1,1,0,0,-1,-1,1,1,0,-1,-1,1,1,-1,-1,0,-1,0,0,-1,-1,-1,0,0,0,-1,1,1,0,0,1,1,0,0,1,1,0,0,1
"ENSG00000171885",1,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,1,-1,-1,0,0,0,1,1,-1,0,0,-1,1,1,0,0,1,1,1,-1,-1,1,1,1,0,-1,0,-1,-1,0,1,0,0,-1
"ENSG00000171903",0,-1,-1,0,0,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,1,-1,0,0,-1,-1
"ENSG00000171954",-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1
"ENSG00000171960",0,0,0,1,1,0,-1,1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,-1,-1,0,-1,0,0,-1,1,0,0,-1,-1,-1,1,0,0,-1,1,1,1,0,1,0,0,-1,1
"ENSG00000171989",1,-1,0,1,0,-1,-1,1,-1,1,1,0,-1,1,1,1,1,0,0,0,-1,0,-1,1,0,0,0,-1,0,0,-1,0,1,-1,0,0,0,0,0,-1,0,-1,-1,1,0,0,0,-1,-1,0,0,-1,0,-1,0,1
"ENSG00000172009",0,1,0,0,1,1,1,0,1,-1,0,0,0,-1,-1,0,0,0,0,1,1,0,0,0,0,1,0,1,-1,0,1,0,-1,0,-1,-1,1,0,1,0,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,1,1,-1
"ENSG00000172046",0,1,1,1,1,1,1,0,0,-1,0,0,0,0,0,0,1,-1,-1,1,0,0,1,0,0,1,0,0,-1,0,0,1,-1,1,-1,-1,1,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,-1
"ENSG00000172053",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,1,1,1,1,1,-1,0,0,0,-1,0,-1,-1,1,0,1,-1,0,0,0,-1,-1,1,1,-1,-1,0,0,-1,-1,0,0,1
"ENSG00000172113",0,0,1,0,0,1,1,1,-1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,1,0,0,0,-1,-1,-1,1,0,0,-1,0,1,0,0,0,0,-1,-1,-1,0,1,0,0,0,1,0,1,0,0,0,1
"ENSG00000172197",1,0,-1,0,1,0,0,1,-1,-1,0,0,-1,0,0,0,0,1,1,1,1,0,0,1,1,1,-1,-1,1,0,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,1,1
"ENSG00000172236",0,0,0,1,1,0,0,1,0,-1,-1,0,1,0,0,1,1,-1,-1,0,0,1,1,1,1,0,0,0,-1,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,0,-1,0,1,1,1
"ENSG00000172264",0,0,0,-1,0,-1,-1,0,1,-1,0,0,0,-1,-1,0,0,1,0,1,0,-1,1,1,1,0,1,1,0,0,-1,0,-1,-1,1,0,0,1,0,0,1,-1,0,-1,-1,0,-1,0,0,1,0,1,0,-1,0,1
"ENSG00000172269",-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,1,1,0,0,1,-1,-1,0,0,0,1,-1,-1,1,-1,0,-1,0,0,1,-1,-1,0,0,-1,0,-1,-1,0,0,1,1,1
"ENSG00000172288",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000172292",1,1,0,1,1,0,-1,0,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,1,0,0,1,1,0,0,1
"ENSG00000172296",1,0,0,0,1,-1,-1,1,0,1,0,0,0,1,0,-1,-1,0,1,-1,0,0,0,1,1,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,1,1
"ENSG00000172318",-1,-1,0,1,1,-1,-1,0,0,1,0,0,0,-1,0,0,-1,1,1,0,0,0,1,-1,-1,-1,1,1,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,1,1,1,1,-1
"ENSG00000172331",0,0,0,0,-1,1,0,1,0,-1,0,0,0,1,1,0,0,0,0,0,-1,0,0,1,1,-1,0,0,-1,-1,-1,-1,0,-1,1,1,0,0,1,-1,0,-1,-1,1,1,1,1,0,0,0,-1,0,0,0,-1,1
"ENSG00000172339",0,0,0,0,0,0,0,1,0,-1,0,-1,-1,0,-1,1,1,1,0,0,-1,0,0,1,1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,0,1,1,0,0,1,1,0,1,1,1,0,1
"ENSG00000172340",1,0,0,-1,-1,0,-1,-1,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,-1,0,0,0,1,0,1,0,-1,0,0,-1,1,1,-1,-1,0,1,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,-1,-1
"ENSG00000172345",0,0,0,1,0,-1,-1,1,0,1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,-1,-1,1,1,0,-1,-1,-1,0,-1,0,0,0,-1,0,-1,-1,0,0,0,1,1,0,0,0,1,1,1,1,1
"ENSG00000172352",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000172456",0,0,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,0,0,1,-1,0,-1,0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,0,1,1,0,0,0,1,0,0,0,0,-1,-1,0,-1,0,-1,0,0,-1
"ENSG00000172461",-1,-1,-1,-1,1,0,0,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1,1,1,-1,1,1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,1,-1,-1,-1,-1,1,1,0,0,1
"ENSG00000172482",-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000172497",0,0,-1,0,0,1,1,0,0,-1,-1,0,-1,-1,-1,1,1,1,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,0,1,1,0,0,-1,0,0,-1,0,-1,-1,1,1,0,0,0,1,1,0,-1,-1,0,-1,1
"ENSG00000172508",1,1,1,-1,0,1,1,0,0,1,1,0,0,0,1,0,0,-1,-1,0,0,1,1,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,1,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,1,1,-1
"ENSG00000172531",-1,0,1,0,0,0,0,1,0,-1,0,0,0,1,1,1,1,-1,-1,-1,0,1,0,0,1,0,0,0,-1,-1,1,1,0,1,-1,-1,1,0,0,0,0,0,0,-1,-1,1,0,-1,-1,0,0,0,-1,0,0,1
"ENSG00000172543",1,1,-1,0,0,-1,-1,1,-1,-1,0,1,0,1,1,-1,-1,-1,-1,-1,0,-1,0,1,1,0,0,0,-1,-1,-1,0,0,1,-1,-1,0,0,0,-1,0,0,1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,0,1
"ENSG00000172572",0,0,-1,-1,-1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,1,1,0,-1,-1,1,1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,1,0,1,1,1,0,0,0,-1,0,1,0,0,0,1
"ENSG00000172613",0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,-1,-1,-1,-1,0,0,1,1,1,1,0,0,0,-1,0,0,0,-1,1,-1,-1,1,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,-1,-1,1,1,1
"ENSG00000172728",0,0,0,1,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,0,0,1,1,0,-1,-1,-1,0,-1,1,1,0,0,-1,0,0,0,0,-1,0,-1,1,0,1,1,1,0,0,0,0,1,-1,0,1
"ENSG00000172782",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ENSG00000172817",0,0,0,-1,-1,0,0,1,-1,0,0,0,0,1,1,0,0,0,0,-1,0,0,-1,1,1,0,0,-1,1,0,0,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,1,1,0,0,1,0,-1,-1,1,1,1,1,1
"ENSG00000172828",0,0,1,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,-1,0,1,1,-1,1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,-1,1,0,-1,-1,0,0,-1
"ENSG00000172831",-1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,0,0,0,0,1,1,1,0,0,-1,-1,1,0,-1,0,-1,-1,0,0,0,0,0,1,1,-1,-1,1,1,-1,-1,0,0,-1,-1,0,0,1
"ENSG00000172840",0,0,-1,1,0,0,0,1,0,-1,-1,-1,0,1,1,-1,-1,1,1,1,1,0,0,1,1,0,0,0,1,1,-1,0,-1,-1,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,1
"ENSG00000172890",-1,0,0,1,1,0,1,1,-1,0,-1,0,0,1,1,0,0,-1,-1,0,0,0,0,1,1,0,0,0,1,1,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,1,1
"ENSG00000172893",1,1,1,0,1,1,1,0,-1,1,-1,0,0,0,0,-1,-1,0,-1,1,0,0,0,1,1,0,1,0,-1,1,-1,-1,0,1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,1
"ENSG00000172940",-1,-1,-1,0,0,-1,0,1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,1,1,-1,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,0,-1,0,0,0,1,0,0,-1,-1,0,-1,0,0,0,0,0,-1,-1,1,1,1
"ENSG00000172954",0,0,0,1,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,0,0,1,1,1,0,0,0,1,1,1,0,-1,0,0,0,0,-1,1,1,0,0,1,0,0,0,0,1,-1,0,1
"ENSG00000172955",0,-1,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,0,1,1,0,0,0,-1,-1,1,0,0,-1,1,1,1,1,0,0,0,0,0,1,0,0,1
"ENSG00000172977",0,1,0,1,1,0,0,1,0,-1,0,-1,-1,0,0,0,-1,-1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,0,1,0,-1,1,0,1
"ENSG00000172985",0,1,1,0,0,0,0,1,0,-1,0,-1,0,0,0,1,1,0,-1,1,0,0,0,1,1,1,1,0,-1,-1,0,0,-1,0,-1,-1,0,0,1,-1,0,-1,0,0,-1,1,1,-1,0,0,0,-1,-1,0,0,1
"ENSG00000172987",0,0,-1,1,0,0,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,-1,1,1,0,-1,-1,1,1,-1,-1,0,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0,1,0,1,0,0,0,1,1,1,1,0
"ENSG00000173020",0,0,0,0,0,1,0,1,0,0,-1,0,0,-1,0,1,1,-1,-1,0,0,0,0,1,1,0,0,0,-1,1,0,1,-1,1,-1,-1,0,0,0,0,0,1,1,-1,-1,1,0,-1,-1,0,0,-1,-1,1,0,1
